,playerID,yearID,G,R,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,pos,avg
83693,stinsbo01,1975,63,18,9,1,1,9.0,1.0,0.0,18,29.0,1.0,1.0,4.0,2.0,1.0,C,0.2653061224489796
83694,stinsbo01,1976,79,26,7,1,2,25.0,3.0,1.0,25,29.0,2.0,1.0,6.0,2.0,5.0,C,0.2631578947368421
83695,stinsbo01,1977,105,27,11,1,8,32.0,0.0,3.0,37,50.0,4.0,6.0,5.0,2.0,10.0,C,0.26936026936026936
83696,stinsbo01,1978,124,46,14,3,11,55.0,2.0,1.0,45,42.0,1.0,6.0,4.0,4.0,10.0,C,0.25824175824175827
83697,stinsbo01,1979,95,19,8,0,6,28.0,1.0,2.0,33,38.0,3.0,4.0,6.0,3.0,7.0,C,0.242914979757085
83698,stinsbo01,1980,48,6,2,0,1,8.0,0.0,0.0,9,19.0,0.0,1.0,2.0,2.0,2.0,C,0.21495327102803738
83704,stirnsn01,1943,83,34,8,4,1,25.0,11.0,9.0,47,37.0,0.0,0.0,4.0,0.0,9.0,2B,0.21897810218978103
83705,stirnsn01,1944,154,125,35,16,8,43.0,55.0,11.0,73,87.0,0.0,1.0,6.0,0.0,6.0,2B,0.3188180404354588
83706,stirnsn01,1945,152,107,32,22,10,64.0,33.0,17.0,78,62.0,0.0,1.0,6.0,0.0,9.0,2B,0.30854430379746833
83707,stirnsn01,1946,129,75,19,7,0,37.0,18.0,6.0,66,58.0,0.0,0.0,7.0,0.0,12.0,2B,0.25051334702258726
83708,stirnsn01,1947,148,102,18,8,5,41.0,5.0,3.0,89,47.0,0.0,2.0,11.0,0.0,13.0,2B,0.25569176882662
83709,stirnsn01,1948,141,90,20,7,3,32.0,5.0,4.0,86,62.0,0.0,1.0,8.0,0.0,13.0,2B,0.2524271844660194
83710,stirnsn01,1949,70,29,8,2,0,11.0,3.0,2.0,29,20.0,0.0,1.0,3.0,0.0,2.0,2B,0.2611464968152866
83742,stockke01,1993,70,46,12,3,2,31.0,5.0,0.0,30,43.0,11.0,8.0,4.0,1.0,8.0,SS,0.32432432432432434
83743,stockke01,1994,82,38,11,2,2,28.0,2.0,2.0,44,41.0,8.0,7.0,4.0,4.0,3.0,SS,0.2730627306273063
83744,stockke01,1995,125,42,14,3,1,32.0,6.0,1.0,43,75.0,9.0,9.0,10.0,3.0,7.0,SS,0.21844660194174756
83745,stockke01,1996,119,46,22,6,5,41.0,6.0,4.0,43,89.0,9.0,8.0,3.0,4.0,6.0,SS,0.25380710659898476
83746,stockke01,1997,149,51,23,5,4,40.0,11.0,6.0,51,91.0,7.0,2.0,2.0,1.0,14.0,SS,0.26587301587301587
83747,stockke01,1998,112,37,11,3,6,25.0,5.0,3.0,27,80.0,1.0,8.0,8.0,2.0,7.0,SS,0.20833333333333334
83748,stockke01,1999,79,39,11,2,1,27.0,9.0,7.0,24,41.0,0.0,4.0,4.0,0.0,4.0,SS,0.2992125984251969
83755,stockmi01,1914,115,52,17,1,3,41.0,11.0,0.0,34,21.0,0.0,4.0,11.0,0.0,0.0,3B,0.26301369863013696
83756,stockmi01,1915,69,37,7,3,1,15.0,6.0,2.0,22,26.0,0.0,0.0,5.0,0.0,0.0,3B,0.2599118942731278
83757,stockmi01,1916,132,61,25,6,1,43.0,21.0,26.0,27,33.0,0.0,2.0,12.0,0.0,0.0,3B,0.28094302554027506
83758,stockmi01,1917,150,76,27,6,3,53.0,25.0,0.0,51,34.0,0.0,1.0,28.0,0.0,0.0,3B,0.2641843971631206
83759,stockmi01,1918,123,62,14,1,1,42.0,20.0,0.0,35,22.0,0.0,1.0,18.0,0.0,0.0,3B,0.27442827442827444
83760,stockmi01,1919,135,56,16,4,0,52.0,17.0,0.0,49,21.0,0.0,1.0,18.0,0.0,0.0,3B,0.30691056910569103
83761,stockmi01,1920,155,85,28,6,0,76.0,15.0,17.0,40,27.0,0.0,1.0,28.0,0.0,0.0,3B,0.3192488262910798
83858,stonejo01,1928,26,20,10,3,2,21.0,1.0,0.0,5,8.0,0.0,1.0,3.0,0.0,0.0,OF,0.35398230088495575
83859,stonejo01,1929,51,23,11,2,2,15.0,1.0,1.0,11,13.0,0.0,0.0,2.0,0.0,0.0,OF,0.26
83860,stonejo01,1930,127,60,29,11,3,56.0,6.0,9.0,32,49.0,0.0,1.0,7.0,0.0,0.0,OF,0.31058823529411766
83861,stonejo01,1931,147,86,28,11,10,76.0,13.0,13.0,56,48.0,0.0,2.0,5.0,0.0,0.0,OF,0.3270547945205479
83862,stonejo01,1932,145,106,35,12,17,108.0,2.0,1.0,58,64.0,0.0,0.0,3.0,0.0,0.0,OF,0.2972508591065292
83863,stonejo01,1933,148,86,33,11,11,80.0,1.0,4.0,54,37.0,0.0,2.0,2.0,0.0,0.0,OF,0.2804878048780488
83864,stonejo01,1934,113,77,28,7,7,67.0,1.0,2.0,52,26.0,0.0,3.0,9.0,0.0,0.0,OF,0.315035799522673
83962,stovage01,1904,52,18,10,1,1,31.0,3.0,0.0,2,0.0,0.0,3.0,5.0,0.0,0.0,1B,0.2983425414364641
83963,stovage01,1905,112,41,31,1,1,47.0,13.0,0.0,13,0.0,0.0,1.0,8.0,0.0,0.0,1B,0.2718676122931442
83964,stovage01,1906,116,54,19,5,0,37.0,15.0,0.0,8,0.0,0.0,1.0,17.0,0.0,0.0,1B,0.27313769751693
83965,stovage01,1907,124,38,17,6,1,36.0,13.0,0.0,18,0.0,0.0,2.0,14.0,0.0,0.0,1B,0.23605150214592274
83966,stovage01,1908,138,71,29,6,2,45.0,14.0,0.0,17,0.0,0.0,2.0,31.0,0.0,0.0,1B,0.29213483146067415
83967,stovage01,1909,145,60,17,10,2,49.0,25.0,0.0,6,0.0,0.0,4.0,20.0,0.0,0.0,1B,0.24601769911504426
83968,stovage01,1910,142,49,19,4,0,52.0,16.0,0.0,14,0.0,0.0,3.0,28.0,0.0,0.0,1B,0.26103646833013433
83976,stoveha01,1880,83,76,21,14,6,28.0,0.0,0.0,12,46.0,0.0,0.0,0.0,0.0,0.0,OF,0.2647887323943662
83977,stoveha01,1881,75,57,25,7,2,30.0,0.0,0.0,12,23.0,0.0,0.0,0.0,0.0,0.0,OF,0.2697947214076246
83978,stoveha01,1882,84,90,13,10,5,26.0,0.0,0.0,22,34.0,0.0,0.0,0.0,0.0,0.0,OF,0.28888888888888886
83979,stoveha01,1883,94,110,31,6,14,66.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,OF,0.30403800475059384
83980,stoveha01,1884,104,124,22,23,10,83.0,0.0,0.0,26,0.0,0.0,4.0,0.0,0.0,0.0,OF,0.32589285714285715
83981,stoveha01,1885,112,130,27,9,13,75.0,0.0,0.0,39,0.0,0.0,4.0,0.0,0.0,0.0,OF,0.3148148148148148
83982,stoveha01,1886,123,115,28,11,7,59.0,68.0,0.0,64,0.0,0.0,1.0,0.0,0.0,0.0,OF,0.294478527607362
84018,strando01,1989,64,16,4,1,1,14.0,3.0,3.0,17,36.0,0.0,1.0,3.0,0.0,6.0,3B,0.21428571428571427
84021,strando01,1993,145,58,29,0,7,60.0,6.0,4.0,43,69.0,3.0,3.0,8.0,4.0,12.0,3B,0.256198347107438
84022,strando01,1994,73,26,12,1,5,26.0,1.0,3.0,15,38.0,0.0,3.0,4.0,2.0,6.0,3B,0.21238938053097345
84023,strando01,1995,74,19,9,2,2,21.0,0.0,3.0,10,25.0,0.0,2.0,1.0,0.0,3.0,3B,0.2709677419354839
84024,strando01,1996,88,19,7,1,3,23.0,1.0,0.0,14,31.0,0.0,1.0,0.0,2.0,3.0,3B,0.23497267759562843
84025,strando01,1997,118,40,16,2,12,47.0,0.0,2.0,36,76.0,9.0,2.0,5.0,2.0,4.0,3B,0.25688073394495414
84026,strando01,1998,90,9,8,0,0,14.0,1.0,0.0,10,39.0,1.0,1.0,3.0,2.0,5.0,3B,0.17297297297297298
84035,stransa01,1900,27,15,3,0,0,9.0,1.0,0.0,8,18.0,0.0,2.0,4.0,0.0,0.0,2B,0.28431372549019607
84036,stransa01,1901,135,55,14,6,1,34.0,40.0,0.0,59,0.0,0.0,5.0,20.0,0.0,0.0,2B,0.281947261663286
84037,stransa01,1902,140,109,18,5,3,46.0,39.0,0.0,76,0.0,0.0,5.0,11.0,0.0,0.0,2B,0.2961608775137112
84038,stransa01,1903,135,101,21,5,0,38.0,46.0,0.0,75,0.0,0.0,10.0,8.0,0.0,0.0,2B,0.27165354330708663
84039,stransa01,1904,77,28,11,0,1,9.0,16.0,0.0,45,0.0,0.0,4.0,4.0,0.0,0.0,2B,0.1918819188191882
84040,stransa01,1905,111,51,9,4,3,29.0,23.0,0.0,58,0.0,0.0,5.0,12.0,0.0,0.0,2B,0.2585034013605442
84041,stransa01,1906,113,50,16,4,4,49.0,21.0,0.0,54,0.0,0.0,2.0,7.0,0.0,0.0,2B,0.3194888178913738
84076,strawda01,1983,122,63,15,7,26,74.0,19.0,6.0,47,128.0,9.0,4.0,0.0,2.0,5.0,OF,0.2571428571428571
84077,strawda01,1984,147,75,27,4,26,97.0,27.0,8.0,75,131.0,15.0,0.0,1.0,4.0,8.0,OF,0.2509578544061303
84078,strawda01,1985,111,78,15,4,29,79.0,26.0,11.0,73,96.0,13.0,1.0,0.0,3.0,9.0,OF,0.27735368956743
84079,strawda01,1986,136,76,27,5,27,93.0,28.0,12.0,72,141.0,9.0,6.0,0.0,9.0,4.0,OF,0.25894736842105265
84080,strawda01,1987,154,108,32,5,39,104.0,36.0,12.0,97,122.0,13.0,7.0,0.0,4.0,4.0,OF,0.28383458646616544
84081,strawda01,1988,153,101,27,3,39,101.0,29.0,14.0,85,127.0,21.0,3.0,0.0,9.0,6.0,OF,0.26887661141804786
84082,strawda01,1989,134,69,26,1,29,77.0,11.0,4.0,61,105.0,13.0,1.0,0.0,3.0,4.0,OF,0.22478991596638656
84125,striccu01,1882,72,34,6,1,0,18.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,2B,0.21691176470588236
84126,striccu01,1883,89,67,8,0,1,40.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,2B,0.2727272727272727
84127,striccu01,1884,107,59,16,11,1,0.0,0.0,0.0,19,0.0,0.0,1.0,0.0,0.0,0.0,2B,0.23057644110275688
84128,striccu01,1885,106,71,9,3,1,41.0,0.0,0.0,21,0.0,0.0,7.0,0.0,0.0,0.0,2B,0.23366834170854273
84129,striccu01,1887,131,122,19,4,2,53.0,86.0,0.0,53,16.0,0.0,3.0,0.0,0.0,0.0,2B,0.2640449438202247
84130,striccu01,1888,127,80,13,6,1,33.0,60.0,0.0,50,31.0,0.0,6.0,0.0,0.0,0.0,2B,0.2332657200811359
84131,striccu01,1889,136,83,10,4,1,47.0,32.0,0.0,58,18.0,0.0,2.0,0.0,0.0,0.0,2B,0.2508833922261484
84141,stricge01,1951,138,59,12,7,9,47.0,4.0,2.0,65,83.0,0.0,3.0,6.0,0.0,9.0,SS,0.21585903083700442
84142,stricge01,1952,107,25,10,2,6,30.0,4.0,2.0,35,60.0,0.0,1.0,3.0,0.0,5.0,SS,0.1875
84143,stricge01,1953,123,43,17,4,5,47.0,0.0,0.0,51,52.0,0.0,0.0,12.0,0.0,4.0,SS,0.2840095465393795
84144,stricge01,1954,112,42,12,3,6,37.0,2.0,1.0,55,62.0,0.0,1.0,10.0,6.0,10.0,SS,0.21329639889196675
84145,stricge01,1955,130,34,9,5,2,34.0,1.0,0.0,49,60.0,0.0,3.0,14.0,1.0,8.0,SS,0.20876288659793815
84146,stricge01,1956,85,22,1,2,3,17.0,0.0,1.0,22,27.0,0.0,0.0,5.0,1.0,6.0,SS,0.21052631578947367
84147,stricge01,1957,89,21,8,2,1,19.0,0.0,3.0,26,29.0,1.0,1.0,1.0,1.0,5.0,SS,0.23383084577114427
84188,stripjo01,1928,42,18,7,3,1,17.0,0.0,0.0,8,8.0,0.0,3.0,3.0,0.0,0.0,3B,0.28776978417266186
84189,stripjo01,1929,64,24,3,2,3,20.0,2.0,0.0,24,15.0,0.0,3.0,4.0,0.0,0.0,3B,0.21390374331550802
84190,stripjo01,1930,130,74,37,6,3,64.0,15.0,0.0,51,37.0,0.0,2.0,15.0,0.0,0.0,3B,0.30603448275862066
84191,stripjo01,1931,105,71,26,2,3,42.0,5.0,0.0,21,31.0,0.0,2.0,6.0,0.0,0.0,3B,0.323943661971831
84192,stripjo01,1932,138,94,36,9,6,64.0,14.0,0.0,36,30.0,0.0,2.0,21.0,0.0,0.0,3B,0.30337078651685395
84193,stripjo01,1933,141,69,20,7,1,51.0,5.0,0.0,26,23.0,0.0,1.0,15.0,0.0,10.0,3B,0.2774674115456238
84194,stripjo01,1934,104,50,19,6,1,40.0,2.0,0.0,22,20.0,0.0,1.0,9.0,0.0,10.0,3B,0.3151041666666667
84246,strunam01,1911,74,42,7,2,1,21.0,13.0,0.0,35,0.0,0.0,1.0,18.0,0.0,0.0,OF,0.2558139534883721
84247,strunam01,1912,122,58,13,12,3,63.0,29.0,0.0,47,0.0,0.0,3.0,25.0,0.0,0.0,OF,0.28883495145631066
84248,strunam01,1913,94,30,11,12,0,46.0,14.0,0.0,29,23.0,0.0,0.0,13.0,0.0,0.0,OF,0.3047945205479452
84249,strunam01,1914,122,58,15,3,2,45.0,25.0,22.0,57,38.0,0.0,0.0,20.0,0.0,0.0,OF,0.2747524752475248
84250,strunam01,1915,132,76,28,16,1,45.0,17.0,19.0,56,45.0,0.0,1.0,23.0,0.0,0.0,OF,0.29690721649484536
84251,strunam01,1916,150,71,30,9,3,49.0,21.0,23.0,66,59.0,0.0,3.0,21.0,0.0,0.0,OF,0.3161764705882353
84252,strunam01,1917,148,83,26,7,1,45.0,16.0,0.0,68,37.0,0.0,1.0,25.0,0.0,0.0,OF,0.2814814814814815
84266,stuardi01,1958,67,38,12,5,16,48.0,0.0,0.0,11,75.0,1.0,5.0,0.0,1.0,6.0,1B,0.2677165354330709
84267,stuardi01,1959,118,64,15,2,27,78.0,1.0,1.0,42,86.0,7.0,2.0,2.0,7.0,11.0,1B,0.2972292191435768
84268,stuardi01,1960,122,48,17,5,23,83.0,0.0,0.0,39,107.0,5.0,0.0,1.0,5.0,15.0,1B,0.2602739726027397
84269,stuardi01,1961,138,83,28,8,35,117.0,0.0,3.0,34,121.0,1.0,4.0,1.0,5.0,22.0,1B,0.3007518796992481
84270,stuardi01,1962,114,52,11,4,16,64.0,0.0,1.0,32,94.0,1.0,2.0,0.0,5.0,9.0,1B,0.22842639593908629
84271,stuardi01,1963,157,81,25,4,42,118.0,0.0,0.0,44,144.0,2.0,1.0,1.0,1.0,24.0,1B,0.26143790849673204
84272,stuardi01,1964,156,73,27,1,33,114.0,0.0,0.0,37,130.0,7.0,3.0,1.0,7.0,11.0,1B,0.27860696517412936
84287,stubbdr01,2009,42,27,5,1,8,17.0,10.0,4.0,15,49.0,0.0,0.0,1.0,0.0,1.0,OF,0.26666666666666666
84288,stubbdr01,2010,150,91,19,6,22,77.0,30.0,6.0,55,168.0,2.0,5.0,3.0,6.0,6.0,OF,0.25486381322957197
84289,stubbdr01,2011,158,92,22,3,15,44.0,40.0,10.0,63,205.0,1.0,7.0,6.0,1.0,2.0,OF,0.2433774834437086
84290,stubbdr01,2012,136,75,13,2,14,40.0,30.0,7.0,42,166.0,0.0,2.0,6.0,1.0,2.0,OF,0.2129817444219067
84291,stubbdr01,2013,146,59,21,2,10,45.0,17.0,2.0,44,141.0,1.0,2.0,2.0,3.0,3.0,OF,0.23255813953488372
84292,stubbdr01,2014,132,67,22,4,15,43.0,20.0,3.0,30,136.0,1.0,1.0,2.0,3.0,4.0,OF,0.28865979381443296
84293,stubbdr01,2015,78,20,4,2,5,10.0,5.0,1.0,14,60.0,1.0,1.0,2.0,0.0,1.0,OF,0.1951219512195122
84296,stubbfr01,1984,87,22,2,3,8,17.0,2.0,2.0,24,63.0,3.0,0.0,3.0,1.0,0.0,1B,0.1935483870967742
84298,stubbfr01,1986,132,55,11,1,23,58.0,7.0,1.0,37,107.0,11.0,2.0,4.0,2.0,9.0,1B,0.2261904761904762
84299,stubbfr01,1987,129,48,16,3,16,52.0,8.0,1.0,31,85.0,9.0,1.0,3.0,2.0,7.0,1B,0.23316062176165803
84300,stubbfr01,1988,115,30,13,0,8,34.0,11.0,3.0,23,61.0,3.0,1.0,2.0,5.0,4.0,1B,0.2231404958677686
84301,stubbfr01,1989,69,11,6,0,4,15.0,3.0,2.0,16,27.0,2.0,0.0,1.0,0.0,3.0,1B,0.2912621359223301
84302,stubbfr01,1990,146,59,23,2,23,71.0,19.0,6.0,48,114.0,3.0,2.0,1.0,2.0,4.0,1B,0.2611607142857143
84303,stubbfr01,1991,103,48,16,2,11,38.0,13.0,4.0,35,71.0,3.0,2.0,0.0,5.0,4.0,1B,0.212707182320442
84388,stynech01,1997,49,31,7,1,6,28.0,11.0,2.0,11,13.0,1.0,4.0,2.0,0.0,5.0,2B,0.3484848484848485
84389,stynech01,1998,123,52,10,1,6,27.0,15.0,1.0,32,36.0,1.0,4.0,4.0,1.0,5.0,2B,0.25360230547550433
84390,stynech01,1999,73,18,1,0,2,14.0,5.0,2.0,12,13.0,1.0,0.0,3.0,1.0,2.0,2B,0.23893805309734514
84391,stynech01,2000,119,71,24,1,12,40.0,5.0,2.0,32,54.0,2.0,2.0,3.0,3.0,5.0,2B,0.33421052631578946
84392,stynech01,2001,96,52,19,2,8,33.0,4.0,5.0,20,56.0,0.0,3.0,1.0,1.0,12.0,2B,0.27977839335180055
84393,stynech01,2002,98,25,9,1,5,26.0,1.0,1.0,21,29.0,1.0,1.0,5.0,3.0,5.0,2B,0.24102564102564103
84394,stynech01,2003,138,71,31,3,11,73.0,3.0,1.0,48,76.0,1.0,6.0,3.0,2.0,8.0,2B,0.255079006772009
84431,suderpe01,1941,139,45,20,9,4,52.0,1.0,3.0,19,47.0,0.0,0.0,8.0,0.0,23.0,2B,0.2448210922787194
84432,suderpe01,1942,128,46,20,4,4,54.0,4.0,4.0,24,39.0,0.0,1.0,10.0,0.0,20.0,2B,0.25630252100840334
84433,suderpe01,1943,131,30,14,5,3,41.0,1.0,1.0,14,40.0,0.0,0.0,7.0,0.0,14.0,2B,0.22105263157894736
84434,suderpe01,1946,128,38,20,3,2,50.0,1.0,1.0,18,37.0,0.0,0.0,11.0,0.0,13.0,2B,0.2813186813186813
84435,suderpe01,1947,145,45,28,4,5,60.0,0.0,3.0,35,44.0,0.0,2.0,14.0,0.0,14.0,2B,0.24053030303030304
84436,suderpe01,1948,148,64,23,5,7,60.0,1.0,3.0,60,60.0,0.0,1.0,13.0,0.0,10.0,2B,0.24084778420038536
84437,suderpe01,1949,118,44,24,6,10,75.0,0.0,1.0,23,35.0,0.0,2.0,7.0,0.0,20.0,2B,0.26741573033707866
84457,sugdejo01,1894,39,23,13,2,2,23.0,3.0,0.0,14,2.0,0.0,3.0,6.0,0.0,0.0,C,0.33093525179856115
84458,sugdejo01,1895,50,28,4,1,1,17.0,4.0,0.0,16,12.0,0.0,3.0,6.0,0.0,0.0,C,0.3037974683544304
84459,sugdejo01,1896,80,42,5,7,0,36.0,5.0,0.0,19,9.0,0.0,5.0,13.0,0.0,0.0,C,0.2956810631229236
84460,sugdejo01,1897,84,31,6,4,0,38.0,9.0,0.0,18,13.0,0.0,3.0,13.0,0.0,0.0,C,0.2222222222222222
84461,sugdejo01,1898,89,29,7,1,0,34.0,5.0,0.0,23,20.0,0.0,3.0,5.0,0.0,0.0,C,0.25259515570934254
84462,sugdejo01,1899,76,19,5,1,0,14.0,2.0,0.0,11,7.0,0.0,0.0,7.0,0.0,0.0,C,0.276
84463,sugdejo01,1901,48,21,7,1,0,19.0,4.0,0.0,13,0.0,0.0,2.0,4.0,0.0,0.0,C,0.27450980392156865
84477,suhrgu01,1930,151,93,26,14,17,107.0,11.0,0.0,80,56.0,0.0,2.0,13.0,0.0,0.0,1B,0.2859778597785978
84478,suhrgu01,1931,87,26,13,4,4,32.0,4.0,0.0,38,25.0,0.0,0.0,4.0,0.0,0.0,1B,0.2111111111111111
84479,suhrgu01,1932,154,78,31,16,5,81.0,7.0,0.0,63,39.0,0.0,2.0,8.0,0.0,0.0,1B,0.2633390705679862
84480,suhrgu01,1933,154,72,31,11,10,75.0,2.0,0.0,72,52.0,0.0,0.0,17.0,0.0,11.0,1B,0.2667844522968198
84481,suhrgu01,1934,151,67,36,13,13,103.0,4.0,0.0,66,52.0,0.0,3.0,8.0,0.0,13.0,1B,0.28272251308900526
84482,suhrgu01,1935,153,68,33,12,10,81.0,6.0,0.0,70,54.0,0.0,0.0,5.0,0.0,6.0,1B,0.2722117202268431
84483,suhrgu01,1936,156,111,33,12,11,118.0,8.0,0.0,95,34.0,0.0,2.0,5.0,0.0,14.0,1B,0.31217838765008576
84511,sullibi03,1900,72,36,6,0,8,41.0,4.0,0.0,9,33.0,0.0,1.0,3.0,0.0,0.0,C,0.27310924369747897
84512,sullibi03,1901,98,54,15,6,4,56.0,12.0,0.0,10,0.0,0.0,3.0,13.0,0.0,0.0,C,0.2452316076294278
84513,sullibi03,1902,76,36,12,3,1,26.0,11.0,0.0,6,0.0,0.0,3.0,8.0,0.0,0.0,C,0.24334600760456274
84514,sullibi03,1903,32,10,4,0,1,7.0,3.0,0.0,5,0.0,0.0,0.0,2.0,0.0,0.0,C,0.1891891891891892
84515,sullibi03,1904,108,29,18,4,1,44.0,11.0,0.0,12,0.0,0.0,1.0,11.0,0.0,0.0,C,0.22911051212938005
84516,sullibi03,1905,98,25,10,3,2,26.0,14.0,0.0,13,0.0,0.0,3.0,10.0,0.0,0.0,C,0.20123839009287925
84517,sullibi03,1906,118,37,18,4,2,33.0,10.0,0.0,22,0.0,0.0,3.0,20.0,0.0,0.0,C,0.2144702842377261
84526,sullibi04,1931,92,48,16,5,2,33.0,4.0,4.0,20,14.0,0.0,1.0,8.0,0.0,0.0,C,0.27548209366391185
84527,sullibi04,1932,93,31,16,1,1,45.0,1.0,3.0,20,9.0,0.0,0.0,1.0,0.0,0.0,C,0.31596091205211724
84528,sullibi04,1933,54,9,0,1,0,13.0,0.0,0.0,10,5.0,0.0,0.0,5.0,0.0,0.0,C,0.192
84529,sullibi04,1935,85,29,9,4,2,36.0,4.0,0.0,19,16.0,0.0,2.0,3.0,0.0,5.0,C,0.26556016597510373
84530,sullibi04,1936,93,39,32,6,2,48.0,5.0,2.0,16,9.0,0.0,0.0,4.0,0.0,0.0,C,0.3510971786833856
84531,sullibi04,1937,72,26,12,3,3,22.0,1.0,4.0,17,7.0,0.0,1.0,4.0,0.0,0.0,C,0.2857142857142857
84532,sullibi04,1938,111,35,16,1,7,49.0,8.0,5.0,20,10.0,0.0,1.0,5.0,0.0,0.0,C,0.2773333333333333
84695,sundabi01,1884,43,25,4,1,4,28.0,0.0,0.0,4,36.0,0.0,0.0,0.0,0.0,0.0,OF,0.2215909090909091
84696,sundabi01,1885,46,36,3,3,2,20.0,0.0,0.0,12,33.0,0.0,0.0,0.0,0.0,0.0,OF,0.2558139534883721
84697,sundabi01,1886,28,16,2,2,0,6.0,10.0,0.0,7,26.0,0.0,0.0,0.0,0.0,0.0,OF,0.24271844660194175
84698,sundabi01,1887,50,41,6,6,3,32.0,34.0,0.0,21,20.0,0.0,1.0,0.0,0.0,0.0,OF,0.2914572864321608
84699,sundabi01,1888,120,69,14,3,0,15.0,71.0,0.0,12,36.0,0.0,2.0,0.0,0.0,0.0,OF,0.23564356435643563
84700,sundabi01,1889,81,62,10,6,2,25.0,47.0,0.0,27,33.0,0.0,4.0,0.0,0.0,0.0,OF,0.2398753894080997
84701,sundabi01,1890,117,84,12,3,1,39.0,84.0,0.0,50,27.0,0.0,7.0,0.0,0.0,0.0,OF,0.2578616352201258
84702,sundbji01,1974,132,45,13,3,3,36.0,2.0,4.0,62,61.0,0.0,0.0,17.0,2.0,16.0,C,0.24728260869565216
84703,sundbji01,1975,155,45,9,0,6,36.0,3.0,1.0,51,77.0,0.0,4.0,13.0,0.0,16.0,C,0.19915254237288135
84704,sundbji01,1976,140,33,24,2,3,34.0,0.0,0.0,37,61.0,0.0,0.0,9.0,2.0,15.0,C,0.22767857142857142
84705,sundbji01,1977,149,61,20,3,6,65.0,2.0,3.0,53,77.0,0.0,2.0,20.0,5.0,8.0,C,0.2913907284768212
84706,sundbji01,1978,149,54,23,6,6,58.0,2.0,5.0,64,70.0,6.0,3.0,3.0,4.0,18.0,C,0.277992277992278
84707,sundbji01,1979,150,50,23,4,5,64.0,3.0,3.0,51,51.0,5.0,5.0,5.0,5.0,17.0,C,0.27474747474747474
84708,sundbji01,1980,151,59,24,1,10,63.0,2.0,2.0,64,67.0,3.0,1.0,6.0,5.0,15.0,C,0.2732673267326733
84751,surhobj01,1987,115,50,22,3,7,68.0,11.0,10.0,36,30.0,1.0,0.0,5.0,9.0,13.0,OF,0.29873417721518986
84752,surhobj01,1988,139,47,21,0,5,38.0,21.0,6.0,31,49.0,9.0,3.0,11.0,3.0,12.0,OF,0.24543610547667344
84753,surhobj01,1989,126,42,17,4,5,55.0,14.0,12.0,25,29.0,1.0,3.0,3.0,10.0,8.0,OF,0.24770642201834864
84754,surhobj01,1990,135,55,21,4,6,59.0,18.0,7.0,41,37.0,5.0,1.0,7.0,7.0,8.0,OF,0.27637130801687765
84755,surhobj01,1991,143,57,19,4,5,68.0,5.0,8.0,26,33.0,2.0,0.0,13.0,9.0,21.0,OF,0.2891089108910891
84756,surhobj01,1992,139,63,19,1,4,62.0,14.0,8.0,46,41.0,8.0,2.0,5.0,10.0,9.0,OF,0.2520833333333333
84757,surhobj01,1993,148,66,38,3,7,79.0,12.0,9.0,36,47.0,5.0,2.0,4.0,5.0,9.0,OF,0.27355072463768115
84839,suthega01,1967,103,23,12,1,1,19.0,0.0,3.0,17,22.0,5.0,0.0,3.0,0.0,6.0,2B,0.24675324675324675
84840,suthega01,1968,67,16,7,0,0,15.0,0.0,0.0,8,15.0,0.0,0.0,2.0,1.0,0.0,2B,0.2753623188405797
84841,suthega01,1969,141,63,26,1,3,35.0,5.0,7.0,37,31.0,5.0,2.0,11.0,2.0,13.0,2B,0.23897058823529413
84842,suthega01,1970,116,37,10,0,3,26.0,2.0,2.0,31,22.0,1.0,2.0,7.0,3.0,8.0,2B,0.20612813370473537
84843,suthega01,1971,111,25,7,2,4,26.0,3.0,4.0,18,12.0,3.0,2.0,6.0,1.0,11.0,2B,0.2565789473684211
84846,suthega01,1974,149,60,20,1,5,49.0,1.0,3.0,26,37.0,1.0,0.0,4.0,3.0,17.0,2B,0.25363489499192243
84847,suthega01,1975,129,51,12,3,6,39.0,0.0,2.0,45,41.0,3.0,3.0,4.0,4.0,13.0,2B,0.2584493041749503
84901,suttoez01,1871,29,35,3,7,3,23.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,3B,0.3515625
84902,suttoez01,1872,22,30,6,1,0,10.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,3B,0.2803738317757009
84903,suttoez01,1873,51,51,7,6,0,34.0,2.0,3.0,2,2.0,0.0,0.0,0.0,0.0,4.0,3B,0.3333333333333333
84904,suttoez01,1874,55,54,10,3,0,28.0,6.0,4.0,0,2.0,0.0,0.0,0.0,0.0,1.0,3B,0.29218106995884774
84905,suttoez01,1875,75,83,11,7,1,59.0,13.0,10.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3B,0.3240223463687151
84906,suttoez01,1876,54,45,12,7,1,31.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,0.0,3B,0.2966101694915254
84907,suttoez01,1877,58,43,10,6,0,39.0,0.0,0.0,4,10.0,0.0,0.0,0.0,0.0,0.0,3B,0.2924901185770751
