,playerID,yearID,G,R,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,pos,avg
1495,alvarpe01,2010,95,42,21,1,16,64.0,0.0,0.0,37,119.0,1.0,0.0,0.0,2.0,8.0,3B,0.2564841498559078
1496,alvarpe01,2011,74,18,9,1,4,19.0,1.0,0.0,24,80.0,1.0,2.0,1.0,0.0,11.0,3B,0.19148936170212766
1497,alvarpe01,2012,149,64,25,1,30,85.0,1.0,0.0,57,180.0,6.0,1.0,0.0,3.0,10.0,3B,0.2438095238095238
1498,alvarpe01,2013,152,70,22,2,36,100.0,2.0,0.0,48,186.0,7.0,4.0,0.0,4.0,16.0,3B,0.23297491039426524
1499,alvarpe01,2014,122,46,13,1,18,56.0,8.0,3.0,45,113.0,6.0,2.0,0.0,0.0,12.0,3B,0.23115577889447236
1500,alvarpe01,2015,150,60,18,0,27,77.0,2.0,0.0,48,131.0,9.0,2.0,0.0,4.0,6.0,3B,0.2425629290617849
1501,alvarpe01,2016,109,43,20,0,22,49.0,1.0,0.0,37,97.0,1.0,0.0,0.0,2.0,6.0,3B,0.24925816023738873
1528,alvisma01,1963,158,81,32,7,22,67.0,9.0,7.0,36,109.0,2.0,10.0,8.0,4.0,6.0,3B,0.27408637873754155
1529,alvisma01,1964,107,51,14,3,18,53.0,5.0,5.0,29,77.0,5.0,6.0,1.0,2.0,5.0,3B,0.25196850393700787
1530,alvisma01,1965,159,88,24,2,21,61.0,12.0,8.0,47,121.0,4.0,9.0,5.0,5.0,9.0,3B,0.24668874172185432
1531,alvisma01,1966,157,67,22,3,17,55.0,4.0,7.0,50,98.0,6.0,2.0,3.0,4.0,12.0,3B,0.24496644295302014
1532,alvisma01,1967,161,66,23,4,21,70.0,3.0,10.0,38,107.0,1.0,4.0,16.0,2.0,13.0,3B,0.25588697017268447
1533,alvisma01,1968,131,38,17,3,8,37.0,5.0,5.0,41,91.0,5.0,4.0,3.0,3.0,11.0,3B,0.2234513274336283
1534,alvisma01,1969,66,13,6,0,1,15.0,1.0,1.0,14,26.0,1.0,0.0,0.0,2.0,9.0,3B,0.225130890052356
1559,amarari01,1993,110,53,24,1,1,44.0,19.0,11.0,33,54.0,0.0,3.0,7.0,5.0,5.0,1B,0.289544235924933
1560,amarari01,1994,77,37,10,2,4,18.0,5.0,1.0,24,28.0,1.0,1.0,7.0,2.0,3.0,1B,0.2631578947368421
1561,amarari01,1995,90,45,14,2,2,19.0,21.0,2.0,21,33.0,0.0,1.0,1.0,0.0,3.0,1B,0.2815126050420168
1562,amarari01,1996,118,69,11,3,1,29.0,25.0,6.0,47,55.0,0.0,5.0,4.0,1.0,6.0,1B,0.2916666666666667
1563,amarari01,1997,89,34,5,0,1,21.0,12.0,8.0,10,34.0,0.0,3.0,5.0,2.0,7.0,1B,0.28421052631578947
1564,amarari01,1998,73,25,6,0,1,4.0,11.0,1.0,13,24.0,0.0,1.0,0.0,1.0,1.0,1B,0.27611940298507465
1565,amarari01,1999,91,21,8,1,0,11.0,9.0,6.0,15,20.0,0.0,1.0,1.0,2.0,1.0,1B,0.2773722627737226
1575,amaroru01,1960,92,25,9,1,0,16.0,0.0,1.0,21,32.0,2.0,2.0,4.0,1.0,5.0,SS,0.23106060606060605
1576,amaroru01,1961,135,34,14,9,1,32.0,1.0,0.0,53,59.0,2.0,2.0,11.0,0.0,9.0,SS,0.2572178477690289
1577,amaroru01,1962,79,24,10,0,0,19.0,5.0,2.0,30,28.0,4.0,1.0,4.0,4.0,6.0,SS,0.24336283185840707
1578,amaroru01,1963,115,25,9,2,2,19.0,0.0,1.0,19,31.0,6.0,0.0,6.0,3.0,4.0,SS,0.21658986175115208
1579,amaroru01,1964,129,31,11,0,4,34.0,1.0,6.0,16,37.0,2.0,3.0,4.0,1.0,5.0,SS,0.26421404682274247
1580,amaroru01,1965,118,26,7,0,0,15.0,1.0,1.0,27,22.0,3.0,1.0,3.0,3.0,6.0,SS,0.21195652173913043
1582,amaroru01,1967,130,31,12,0,1,17.0,3.0,2.0,43,49.0,4.0,1.0,9.0,0.0,13.0,SS,0.22302158273381295
1663,anderbr01,1988,94,31,13,4,1,21.0,10.0,6.0,23,75.0,0.0,4.0,11.0,1.0,3.0,OF,0.2123076923076923
1664,anderbr01,1989,94,44,12,2,4,16.0,16.0,4.0,43,45.0,6.0,3.0,5.0,0.0,4.0,OF,0.20676691729323307
1665,anderbr01,1990,89,24,5,2,3,24.0,15.0,2.0,31,46.0,2.0,5.0,4.0,5.0,4.0,OF,0.23076923076923078
1666,anderbr01,1991,113,40,12,3,2,27.0,12.0,5.0,38,44.0,0.0,5.0,11.0,3.0,1.0,OF,0.23046875
1667,anderbr01,1992,159,100,28,10,21,80.0,53.0,16.0,98,98.0,14.0,9.0,10.0,9.0,2.0,OF,0.2712680577849117
1668,anderbr01,1993,142,87,36,8,13,66.0,24.0,12.0,82,99.0,4.0,10.0,6.0,6.0,4.0,OF,0.2625
1669,anderbr01,1994,111,78,25,5,12,48.0,31.0,1.0,57,75.0,3.0,10.0,3.0,2.0,7.0,OF,0.26269315673289184
1725,anderda02,1983,61,12,4,2,1,2.0,6.0,3.0,12,15.0,1.0,0.0,4.0,0.0,1.0,SS,0.16521739130434782
1726,anderda02,1984,121,51,16,2,3,34.0,15.0,5.0,45,55.0,4.0,2.0,7.0,5.0,8.0,SS,0.25133689839572193
1727,anderda02,1985,77,24,6,0,4,18.0,5.0,4.0,35,42.0,3.0,1.0,4.0,1.0,4.0,SS,0.19909502262443438
1728,anderda02,1986,92,31,9,0,1,15.0,5.0,1.0,22,39.0,1.0,0.0,2.0,1.0,11.0,SS,0.24537037037037038
1729,anderda02,1987,108,32,12,3,1,13.0,9.0,5.0,24,43.0,1.0,1.0,6.0,1.0,2.0,SS,0.2339622641509434
1730,anderda02,1988,116,31,10,2,2,20.0,4.0,2.0,32,45.0,4.0,1.0,5.0,2.0,9.0,SS,0.24912280701754386
1731,anderda02,1989,87,15,2,0,1,14.0,2.0,0.0,17,26.0,1.0,0.0,5.0,1.0,1.0,SS,0.22857142857142856
1751,anderga01,1995,106,50,19,1,16,69.0,6.0,2.0,19,65.0,4.0,1.0,2.0,4.0,8.0,OF,0.32085561497326204
1752,anderga01,1996,150,79,33,2,12,72.0,7.0,9.0,27,84.0,5.0,0.0,5.0,3.0,22.0,OF,0.28500823723228996
1753,anderga01,1997,154,76,36,3,8,92.0,10.0,4.0,30,70.0,6.0,2.0,1.0,5.0,20.0,OF,0.30288461538461536
1754,anderga01,1998,156,62,41,7,15,79.0,8.0,3.0,29,80.0,8.0,1.0,3.0,3.0,13.0,OF,0.2942122186495177
1755,anderga01,1999,157,88,36,2,21,80.0,3.0,4.0,34,81.0,8.0,0.0,0.0,6.0,15.0,OF,0.3032258064516129
1756,anderga01,2000,159,92,40,3,35,117.0,7.0,6.0,24,87.0,5.0,0.0,1.0,9.0,21.0,OF,0.28593508500772796
1757,anderga01,2001,161,83,39,2,28,123.0,13.0,6.0,27,100.0,4.0,0.0,0.0,5.0,12.0,OF,0.28869047619047616
1793,anderjo01,1895,103,77,11,14,10,89.0,24.0,0.0,12,29.0,0.0,5.0,1.0,0.0,0.0,OF,0.28841607565011823
1794,anderjo01,1896,108,70,23,17,1,55.0,37.0,0.0,18,23.0,0.0,2.0,1.0,0.0,0.0,OF,0.313953488372093
1795,anderjo01,1897,117,93,28,12,4,85.0,29.0,0.0,17,14.0,0.0,7.0,11.0,0.0,0.0,OF,0.3252032520325203
1796,anderjo01,1898,135,82,33,22,9,81.0,20.0,0.0,29,26.0,0.0,14.0,6.0,0.0,0.0,OF,0.29423076923076924
1797,anderjo01,1899,117,65,18,7,4,92.0,25.0,0.0,27,24.0,0.0,4.0,2.0,0.0,0.0,OF,0.26879271070615035
1798,anderjo01,1901,138,90,46,7,8,99.0,35.0,0.0,24,0.0,0.0,3.0,4.0,0.0,0.0,OF,0.3298611111111111
1799,anderjo01,1902,126,60,29,6,4,85.0,15.0,0.0,21,0.0,0.0,3.0,3.0,0.0,0.0,OF,0.28435114503816794
1845,anderma02,1999,129,48,26,4,5,54.0,13.0,2.0,24,61.0,1.0,2.0,4.0,2.0,6.0,2B,0.252212389380531
1846,anderma02,2000,41,10,8,1,1,15.0,2.0,2.0,12,22.0,0.0,0.0,0.0,0.0,5.0,2B,0.22839506172839505
1847,anderma02,2001,147,69,30,2,11,61.0,8.0,5.0,35,74.0,5.0,2.0,10.0,5.0,12.0,2B,0.29310344827586204
1848,anderma02,2002,145,64,30,6,8,48.0,5.0,1.0,42,71.0,14.0,5.0,2.0,4.0,16.0,2B,0.25788497217068646
1849,anderma02,2003,145,59,27,3,6,67.0,19.0,3.0,41,60.0,5.0,3.0,4.0,5.0,6.0,2B,0.2697095435684647
1850,anderma02,2004,113,31,12,0,8,28.0,6.0,2.0,12,38.0,1.0,1.0,0.0,5.0,5.0,2B,0.23715415019762845
1851,anderma02,2005,123,31,9,0,7,19.0,6.0,1.0,18,45.0,0.0,1.0,4.0,2.0,2.0,2B,0.26382978723404255
1901,andreed01,1884,109,74,21,2,0,23.0,0.0,0.0,9,42.0,0.0,0.0,0.0,0.0,0.0,OF,0.22142857142857142
1902,andreed01,1885,103,77,15,3,0,23.0,0.0,0.0,32,25.0,0.0,0.0,0.0,0.0,0.0,OF,0.2660332541567696
1903,andreed01,1886,107,93,15,4,2,28.0,56.0,0.0,31,35.0,0.0,0.0,0.0,0.0,0.0,OF,0.2494279176201373
1904,andreed01,1887,104,110,19,7,4,67.0,57.0,0.0,21,21.0,0.0,3.0,0.0,0.0,0.0,OF,0.3254310344827586
1905,andreed01,1888,124,75,14,4,3,44.0,35.0,0.0,21,41.0,0.0,3.0,0.0,0.0,0.0,OF,0.23863636363636365
1906,andreed01,1889,50,42,12,0,0,29.0,14.0,0.0,7,14.0,0.0,1.0,0.0,0.0,0.0,OF,0.3018867924528302
1907,andreed01,1890,94,84,14,2,3,38.0,21.0,0.0,40,32.0,0.0,1.0,0.0,0.0,0.0,OF,0.25316455696202533
1928,andremi01,1967,142,79,20,0,8,40.0,7.0,7.0,62,72.0,4.0,2.0,18.0,2.0,9.0,2B,0.2631578947368421
1929,andremi01,1968,147,77,22,1,7,45.0,3.0,8.0,81,57.0,1.0,3.0,12.0,2.0,6.0,2B,0.27052238805970147
1930,andremi01,1969,121,79,26,2,15,59.0,1.0,1.0,71,53.0,0.0,5.0,10.0,4.0,7.0,2B,0.29310344827586204
1931,andremi01,1970,151,91,28,1,17,65.0,2.0,1.0,81,63.0,0.0,3.0,4.0,4.0,10.0,2B,0.2529711375212224
1932,andremi01,1971,109,45,16,0,12,47.0,3.0,5.0,67,36.0,1.0,1.0,6.0,4.0,6.0,2B,0.2818181818181818
1933,andremi01,1972,148,58,18,0,7,50.0,2.0,2.0,70,78.0,3.0,2.0,18.0,7.0,4.0,2B,0.2198019801980198
1934,andremi01,1973,70,11,10,0,0,10.0,0.0,1.0,26,29.0,3.0,0.0,3.0,0.0,8.0,2B,0.2
1966,andruel01,2009,145,72,17,8,6,40.0,33.0,6.0,40,77.0,0.0,6.0,12.0,3.0,4.0,SS,0.26666666666666666
1967,andruel01,2010,148,88,15,3,0,35.0,32.0,15.0,64,96.0,0.0,5.0,17.0,0.0,6.0,SS,0.2653061224489796
1968,andruel01,2011,150,96,27,3,5,60.0,37.0,12.0,56,74.0,0.0,5.0,16.0,1.0,17.0,SS,0.27938671209540034
1969,andruel01,2012,158,85,31,9,3,62.0,21.0,10.0,57,96.0,0.0,5.0,17.0,3.0,15.0,SS,0.2861685214626391
1970,andruel01,2013,156,91,17,4,4,67.0,42.0,8.0,52,97.0,1.0,4.0,16.0,6.0,19.0,SS,0.2709677419354839
1971,andruel01,2014,157,72,35,1,2,41.0,27.0,15.0,46,96.0,0.0,3.0,9.0,7.0,21.0,SS,0.2633279483037157
1972,andruel01,2015,160,69,34,2,7,62.0,25.0,9.0,46,78.0,1.0,2.0,8.0,9.0,14.0,SS,0.25838926174496646
2007,ankieri01,2007,47,31,8,1,11,39.0,1.0,0.0,13,41.0,0.0,0.0,1.0,4.0,3.0,OF,0.28488372093023256
2008,ankieri01,2008,120,65,21,2,25,71.0,2.0,1.0,42,100.0,3.0,5.0,0.0,3.0,8.0,OF,0.2639225181598063
2009,ankieri01,2009,122,50,21,2,11,38.0,4.0,3.0,26,99.0,4.0,3.0,0.0,3.0,5.0,OF,0.23118279569892472
2010,ankieri01,2010,74,31,13,1,6,24.0,3.0,1.0,26,71.0,2.0,2.0,0.0,1.0,3.0,OF,0.23222748815165878
2011,ankieri01,2011,122,46,20,0,9,37.0,10.0,3.0,29,96.0,1.0,2.0,3.0,1.0,7.0,OF,0.2394736842105263
2012,ankieri01,2012,68,15,10,2,5,15.0,1.0,3.0,12,59.0,3.0,0.0,1.0,0.0,3.0,OF,0.22784810126582278
2013,ankieri01,2013,45,13,7,1,7,18.0,0.0,1.0,8,60.0,0.0,0.0,0.0,0.0,1.0,OF,0.1875
2017,ansonca01,1871,25,29,11,3,0,16.0,6.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,1B,0.325
2018,ansonca01,1872,46,60,10,7,0,48.0,6.0,6.0,16,3.0,0.0,0.0,0.0,0.0,2.0,1B,0.4147465437788018
2019,ansonca01,1873,52,53,9,2,0,36.0,1.0,2.0,5,2.0,0.0,0.0,0.0,0.0,2.0,1B,0.39763779527559057
2020,ansonca01,1874,55,51,8,3,0,37.0,6.0,0.0,4,1.0,0.0,0.0,0.0,0.0,1.0,1B,0.3346153846153846
2021,ansonca01,1875,69,84,15,3,0,58.0,11.0,6.0,4,2.0,0.0,0.0,0.0,0.0,1.0,1B,0.32515337423312884
2022,ansonca01,1876,66,63,9,7,2,59.0,0.0,0.0,12,8.0,0.0,0.0,0.0,0.0,0.0,1B,0.3559870550161812
2023,ansonca01,1877,59,52,19,1,0,32.0,0.0,0.0,9,3.0,0.0,0.0,0.0,0.0,0.0,1B,0.33725490196078434
2045,anthoer01,1990,84,26,8,0,10,29.0,5.0,0.0,29,78.0,3.0,2.0,1.0,6.0,4.0,OF,0.19246861924686193
2046,anthoer01,1991,39,11,6,0,1,7.0,1.0,0.0,12,41.0,1.0,0.0,0.0,2.0,2.0,OF,0.15254237288135594
2047,anthoer01,1992,137,45,15,1,19,80.0,5.0,4.0,38,98.0,5.0,1.0,0.0,4.0,7.0,OF,0.23863636363636365
2048,anthoer01,1993,145,70,19,4,15,66.0,3.0,5.0,49,88.0,2.0,2.0,0.0,2.0,9.0,OF,0.24897119341563786
2049,anthoer01,1994,79,31,14,1,10,30.0,6.0,2.0,23,66.0,4.0,0.0,2.0,1.0,7.0,OF,0.2366412213740458
2050,anthoer01,1995,47,19,6,0,5,23.0,2.0,1.0,13,30.0,2.0,0.0,0.0,3.0,1.0,OF,0.26865671641791045
2051,anthoer01,1996,79,32,8,0,12,22.0,0.0,2.0,32,56.0,2.0,0.0,0.0,1.0,3.0,OF,0.24324324324324326
2077,aparilu01,1956,152,69,19,6,3,56.0,21.0,4.0,34,63.0,2.0,1.0,14.0,1.0,9.0,SS,0.26641651031894936
2078,aparilu01,1957,143,82,22,6,3,41.0,28.0,8.0,52,55.0,1.0,0.0,9.0,4.0,7.0,SS,0.2573913043478261
2079,aparilu01,1958,145,76,20,9,2,40.0,29.0,6.0,35,38.0,2.0,1.0,8.0,3.0,8.0,SS,0.26570915619389585
2080,aparilu01,1959,152,98,18,5,6,51.0,56.0,13.0,53,40.0,1.0,3.0,11.0,7.0,11.0,SS,0.2565359477124183
2081,aparilu01,1960,153,86,20,7,2,61.0,51.0,8.0,43,39.0,3.0,1.0,20.0,6.0,12.0,SS,0.27666666666666667
2082,aparilu01,1961,156,90,24,4,6,45.0,53.0,13.0,38,33.0,0.0,1.0,4.0,4.0,12.0,SS,0.272
2083,aparilu01,1962,153,72,23,5,7,40.0,31.0,12.0,32,36.0,1.0,1.0,4.0,4.0,11.0,SS,0.24096385542168675
2139,applilu01,1931,96,36,13,4,1,28.0,9.0,2.0,29,27.0,0.0,1.0,3.0,0.0,0.0,SS,0.23232323232323232
2140,applilu01,1932,139,66,20,10,3,63.0,9.0,8.0,40,36.0,0.0,0.0,3.0,0.0,0.0,SS,0.2740286298568507
2141,applilu01,1933,151,90,36,10,6,85.0,6.0,11.0,56,29.0,0.0,0.0,2.0,0.0,0.0,SS,0.32189542483660133
2142,applilu01,1934,118,75,28,6,2,61.0,3.0,1.0,59,27.0,0.0,0.0,5.0,0.0,0.0,SS,0.3030973451327434
2143,applilu01,1935,153,94,28,6,1,71.0,12.0,6.0,122,40.0,0.0,0.0,7.0,0.0,0.0,SS,0.30666666666666664
2144,applilu01,1936,138,111,31,7,6,128.0,10.0,6.0,85,25.0,0.0,1.0,6.0,0.0,0.0,SS,0.38783269961977185
2145,applilu01,1937,154,98,42,8,4,77.0,18.0,10.0,86,28.0,0.0,1.0,4.0,0.0,0.0,SS,0.3170731707317073
2195,archeji01,1909,80,31,9,2,1,30.0,5.0,0.0,12,0.0,0.0,1.0,12.0,0.0,0.0,C,0.22988505747126436
2196,archeji01,1910,98,36,17,6,2,41.0,6.0,0.0,14,49.0,0.0,1.0,16.0,0.0,0.0,C,0.25878594249201275
2197,archeji01,1911,116,41,18,5,4,41.0,5.0,0.0,18,43.0,0.0,1.0,13.0,0.0,0.0,C,0.2532299741602067
2198,archeji01,1912,120,35,20,2,5,58.0,7.0,0.0,22,36.0,0.0,5.0,14.0,0.0,0.0,C,0.2831168831168831
2199,archeji01,1913,111,38,14,7,2,44.0,4.0,0.0,19,27.0,0.0,5.0,11.0,0.0,0.0,C,0.266304347826087
2200,archeji01,1914,79,17,9,2,0,19.0,1.0,0.0,9,9.0,0.0,0.0,5.0,0.0,0.0,C,0.25806451612903225
2201,archeji01,1915,97,21,11,5,1,27.0,5.0,6.0,11,38.0,0.0,2.0,9.0,0.0,0.0,C,0.24271844660194175
2248,ariasal01,1993,96,27,5,1,2,20.0,1.0,1.0,27,18.0,0.0,3.0,1.0,3.0,5.0,SS,0.26907630522088355
2249,ariasal01,1994,59,4,5,0,0,15.0,0.0,1.0,9,19.0,0.0,1.0,1.0,1.0,5.0,SS,0.23893805309734514
2250,ariasal01,1995,94,22,9,2,3,26.0,1.0,0.0,22,20.0,1.0,2.0,3.0,3.0,8.0,SS,0.26851851851851855
2251,ariasal01,1996,100,27,11,2,3,26.0,2.0,0.0,17,28.0,1.0,3.0,1.0,1.0,2.0,SS,0.2767857142857143
2253,ariasal01,1998,56,17,8,0,1,16.0,2.0,0.0,13,18.0,3.0,1.0,1.0,1.0,1.0,SS,0.2932330827067669
2254,ariasal01,1999,118,43,20,1,4,48.0,2.0,2.0,36,31.0,6.0,4.0,1.0,2.0,12.0,SS,0.3025936599423631
2255,ariasal01,2000,70,17,9,0,2,15.0,1.0,0.0,16,28.0,2.0,3.0,3.0,3.0,1.0,SS,0.1870967741935484
2285,armasto01,1977,118,26,8,2,13,53.0,1.0,2.0,20,99.0,2.0,0.0,1.0,8.0,8.0,OF,0.2396694214876033
2286,armasto01,1978,91,17,6,1,2,13.0,1.0,2.0,10,62.0,2.0,2.0,6.0,1.0,5.0,OF,0.21338912133891214
2287,armasto01,1979,80,29,9,3,11,34.0,1.0,0.0,16,67.0,2.0,1.0,0.0,2.0,6.0,OF,0.24820143884892087
2288,armasto01,1980,158,87,18,8,35,109.0,5.0,3.0,29,128.0,4.0,2.0,2.0,5.0,22.0,OF,0.2786624203821656
2289,armasto01,1981,109,51,24,3,22,76.0,5.0,1.0,19,115.0,6.0,2.0,0.0,1.0,6.0,OF,0.26136363636363635
2290,armasto01,1982,138,58,19,2,28,89.0,2.0,2.0,33,128.0,5.0,1.0,0.0,8.0,14.0,OF,0.2332089552238806
2291,armasto01,1983,145,77,23,2,36,107.0,0.0,1.0,29,131.0,0.0,2.0,0.0,8.0,31.0,OF,0.21777003484320556
2463,ashburi01,1948,117,78,17,4,2,40.0,32.0,0.0,60,22.0,0.0,1.0,6.0,0.0,1.0,OF,0.3326133909287257
2464,ashburi01,1949,154,84,18,11,1,37.0,9.0,0.0,58,38.0,0.0,1.0,7.0,0.0,7.0,OF,0.283987915407855
2465,ashburi01,1950,151,84,25,14,2,41.0,14.0,0.0,63,32.0,0.0,2.0,11.0,0.0,11.0,OF,0.30303030303030304
2466,ashburi01,1951,154,92,31,5,4,63.0,29.0,6.0,50,37.0,0.0,2.0,17.0,0.0,4.0,OF,0.343701399688958
2467,ashburi01,1952,154,93,31,6,1,42.0,16.0,11.0,75,30.0,0.0,2.0,11.0,0.0,7.0,OF,0.2822185970636215
2468,ashburi01,1953,156,110,25,9,2,57.0,14.0,6.0,61,35.0,0.0,5.0,14.0,0.0,3.0,OF,0.3295819935691318
2469,ashburi01,1954,153,111,16,8,1,41.0,11.0,8.0,125,46.0,0.0,4.0,14.0,1.0,3.0,OF,0.31305903398926654
2480,ashbyal01,1975,90,32,10,1,5,32.0,3.0,2.0,30,42.0,1.0,1.0,16.0,0.0,10.0,C,0.22440944881889763
2481,ashbyal01,1976,89,26,5,1,4,32.0,0.0,2.0,27,49.0,4.0,0.0,6.0,3.0,6.0,C,0.2388663967611336
2482,ashbyal01,1977,124,25,16,3,2,29.0,0.0,2.0,50,51.0,3.0,2.0,10.0,1.0,14.0,C,0.20959595959595959
2483,ashbyal01,1978,81,27,15,0,9,29.0,1.0,1.0,28,32.0,4.0,1.0,4.0,1.0,10.0,C,0.26136363636363635
2484,ashbyal01,1979,108,25,15,2,2,35.0,0.0,0.0,26,70.0,10.0,2.0,3.0,3.0,8.0,C,0.20238095238095238
2485,ashbyal01,1980,116,30,19,2,3,48.0,0.0,0.0,35,40.0,12.0,0.0,2.0,5.0,11.0,C,0.2556818181818182
2486,ashbyal01,1981,83,20,13,0,4,33.0,0.0,2.0,35,33.0,6.0,0.0,3.0,2.0,6.0,C,0.27058823529411763
2535,asprobo01,1962,149,59,18,4,11,59.0,4.0,5.0,46,54.0,4.0,8.0,5.0,3.0,10.0,3B,0.26591760299625467
2536,asprobo01,1963,136,42,9,5,8,49.0,3.0,1.0,40,57.0,4.0,1.0,3.0,2.0,15.0,3B,0.21367521367521367
2537,asprobo01,1964,157,51,20,3,12,69.0,6.0,7.0,35,54.0,7.0,8.0,6.0,6.0,14.0,3B,0.28028933092224234
2538,asprobo01,1965,152,53,15,2,5,52.0,2.0,2.0,38,54.0,5.0,3.0,5.0,4.0,14.0,3B,0.2629757785467128
2539,asprobo01,1966,152,55,16,3,8,52.0,0.0,4.0,35,63.0,7.0,2.0,3.0,3.0,22.0,3B,0.2517857142857143
2540,asprobo01,1967,137,51,24,5,6,58.0,2.0,2.0,45,44.0,11.0,2.0,3.0,4.0,15.0,3B,0.294238683127572
2541,asprobo01,1968,124,25,9,2,1,46.0,1.0,0.0,35,57.0,9.0,2.0,5.0,6.0,15.0,3B,0.22493887530562348
2592,astrojo01,1949,55,18,4,1,0,12.0,1.0,0.0,21,13.0,0.0,0.0,1.0,0.0,6.0,C,0.24324324324324326
2593,astrojo01,1950,39,11,3,1,1,18.0,0.0,0.0,18,3.0,0.0,0.0,0.0,0.0,7.0,C,0.32727272727272727
2594,astrojo01,1951,64,30,10,2,2,19.0,0.0,1.0,18,13.0,0.0,0.0,0.0,0.0,4.0,C,0.24598930481283424
2595,astrojo01,1952,104,24,7,2,1,36.0,2.0,2.0,25,27.0,0.0,2.0,6.0,0.0,18.0,C,0.24925816023738873
2596,astrojo01,1953,82,28,15,2,3,24.0,1.0,0.0,27,12.0,0.0,2.0,0.0,0.0,11.0,C,0.29615384615384616
2597,astrojo01,1954,77,22,8,1,1,23.0,0.0,0.0,21,19.0,0.0,3.0,2.0,0.0,2.0,C,0.22123893805309736
2598,astrojo01,1955,101,29,4,1,5,23.0,2.0,3.0,47,33.0,6.0,6.0,10.0,1.0,11.0,C,0.2518248175182482
2717,aurilri01,1996,105,27,7,1,3,26.0,4.0,1.0,25,52.0,2.0,1.0,6.0,2.0,1.0,SS,0.2389937106918239
2718,aurilri01,1997,46,16,8,0,5,19.0,1.0,1.0,8,15.0,0.0,0.0,1.0,2.0,3.0,SS,0.27450980392156865
2719,aurilri01,1998,122,54,27,2,9,49.0,3.0,3.0,31,62.0,3.0,2.0,5.0,2.0,3.0,SS,0.26634382566585957
2720,aurilri01,1999,152,68,23,1,22,80.0,2.0,3.0,43,71.0,3.0,5.0,3.0,5.0,16.0,SS,0.28136200716845877
2721,aurilri01,2000,141,67,24,2,20,79.0,1.0,2.0,54,90.0,2.0,0.0,4.0,4.0,15.0,SS,0.27111984282907664
2722,aurilri01,2001,156,114,37,5,37,97.0,1.0,3.0,47,83.0,2.0,0.0,3.0,3.0,14.0,SS,0.3238993710691824
2723,aurilri01,2002,133,76,35,2,15,61.0,1.0,2.0,37,90.0,0.0,4.0,3.0,7.0,15.0,SS,0.25650557620817843
2733,ausmubr01,1993,49,18,8,1,5,12.0,2.0,0.0,6,28.0,0.0,0.0,0.0,0.0,2.0,C,0.25625
2734,ausmubr01,1994,101,45,12,1,7,24.0,5.0,1.0,30,63.0,12.0,1.0,6.0,2.0,8.0,C,0.25076452599388377
2735,ausmubr01,1995,103,44,16,4,5,34.0,16.0,5.0,31,56.0,3.0,2.0,4.0,4.0,6.0,C,0.2926829268292683
2736,ausmubr01,1996,125,46,16,0,5,35.0,4.0,8.0,39,72.0,1.0,5.0,6.0,2.0,8.0,C,0.22133333333333333
2737,ausmubr01,1997,130,45,25,1,4,44.0,14.0,6.0,38,78.0,4.0,3.0,6.0,6.0,8.0,C,0.26588235294117646
2738,ausmubr01,1998,128,62,10,4,6,45.0,10.0,3.0,53,60.0,11.0,3.0,3.0,1.0,18.0,C,0.26941747572815533
2739,ausmubr01,1999,127,62,25,6,9,54.0,12.0,9.0,51,71.0,0.0,14.0,3.0,1.0,11.0,C,0.27510917030567683
2757,austiji01,1909,136,37,11,5,1,39.0,30.0,0.0,32,0.0,0.0,1.0,30.0,0.0,0.0,3B,0.2311212814645309
2758,austiji01,1910,133,46,11,4,2,36.0,22.0,0.0,47,0.0,0.0,7.0,25.0,0.0,0.0,3B,0.2175925925925926
2759,austiji01,1911,148,84,25,11,2,45.0,26.0,0.0,69,0.0,0.0,6.0,34.0,0.0,0.0,3B,0.26062846580406657
2760,austiji01,1912,149,57,14,8,2,44.0,28.0,0.0,38,0.0,0.0,4.0,26.0,0.0,0.0,3B,0.251865671641791
2761,austiji01,1913,142,56,18,6,2,42.0,37.0,0.0,45,51.0,0.0,8.0,17.0,0.0,0.0,3B,0.2658486707566462
2762,austiji01,1914,130,55,16,4,0,30.0,20.0,23.0,40,59.0,0.0,1.0,16.0,0.0,0.0,3B,0.23819742489270387
2763,austiji01,1915,141,61,6,6,1,30.0,18.0,15.0,64,60.0,0.0,2.0,35.0,0.0,0.0,3B,0.2662473794549266
2798,averiea01,1929,151,110,43,13,18,96.0,13.0,13.0,63,53.0,0.0,3.0,17.0,0.0,0.0,OF,0.3316582914572864
2799,averiea01,1930,139,102,33,8,19,119.0,10.0,7.0,56,48.0,0.0,2.0,13.0,0.0,0.0,OF,0.3389513108614232
2800,averiea01,1931,155,140,36,10,32,143.0,9.0,9.0,68,38.0,0.0,6.0,0.0,0.0,0.0,OF,0.3333333333333333
2801,averiea01,1932,153,116,37,14,32,124.0,5.0,8.0,75,40.0,0.0,6.0,0.0,0.0,0.0,OF,0.31378763866877973
2802,averiea01,1933,151,83,39,16,11,92.0,3.0,1.0,54,29.0,0.0,5.0,0.0,0.0,0.0,OF,0.3005008347245409
2803,averiea01,1934,154,128,48,6,31,113.0,5.0,3.0,99,44.0,0.0,4.0,1.0,0.0,0.0,OF,0.31270903010033446
